Observation Name, Region, Functional, Variable, Time, Value
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 5.0000000000000000e+02, 2.4842474999999988e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 6.0000000000000000e+02, 2.4842474999999988e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 5.0000000000000000e+03, 2.4842474905736468e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 8.0000000000000000e+03, 2.4842470187137893e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 1.0000000000000000e+04, 2.4842449418506928e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 2.8000000000000000e+04, 2.4840039507008152e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 3.5000000000000000e+04, 2.4838009136753512e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 4.3000000000000000e+04, 2.4835125143025722e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 8.1000000000000000e+04, 2.4820650201304507e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 9.0000000000000000e+04, 2.4817524459709635e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 1.0000000000000000e+05, 2.4814294253842949e+05
Pressure 04, Obs_r1000, Observation Data: Point, Aqueous pressure, 1.6400000000000000e+05, 2.4799769167540743e+05
